product_name,title,stars,body
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Failed to respond,3.0,"Maybe I was unlucky as Alexa at times didn’t respond to voice commands. We have jiofiber at home with speeds upto 150 mbps, given the internet speeds Alexa should not have problems with responding to voice commands. Returned the product and was disappointed, could be one of defective product."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not for songs playing,1.0,"The media could not be loaded.
                



 Most of the time dont understand what song you are requesting...most popular songs cant be played...which is very annoying. But good for alexa devices"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Overall good for above 10 years children not for above 30 years.,4.0,I like the sound clarity with Alexa interaction but Alexa most of the things and questions didn't identify and she is not known about the questions. That is the minus point here. I saw Google Assistant is better than the Alexa because Google can make the call to your contacts but Alexa is only for those people who installed the Alexa Application on their phone.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Does the job,4.0,"It doesn't recognize your voice from a distance, when it's already playing a song. U need to go near always. At times we need to keep repeating our commands again and again. Else all good."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),What a Gadget,5.0,It in an amazing deviceThe user interface is so extraordinaryAlthough it takes time to understand and respond and only has data according to amazon however it ia fun and interactive even kids love it and it does make works easy if you have alexa enabled device at your place.A must have gadget for your home or workplace!!!!
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Best Product,5.0,Amazing! This product is just amazing. You just have to say Alexa no matters how much loud background is it picks up your voice. And sound quality of Alexa is the best. Even hindi can be used very well. It is just like a physically person talking to you.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Useless after a while,3.0,I know people make a really productive of use of alexa but it really isnt useful if youre just wanting to get it for entertainment purposes as the speaker quality isnt that great if youre planning to listen to music and it overalls gets booring after a while and would lie unplugged in a corner of a room.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Fedup with Alexa Eco dot speaker 😐,1.0,"My expectations was very high when I bought Alexa Eco dot speaker.When I Say play song “gulabi ankhe ho teri Dekhi” it doesn’t understand and plays different song.Sometimes I have to shout on Alexa while giving the command to Alexa for playing song,bcz of software issue it does not listen in a one time.I am really fed up with Alexa speaker and I do not use it.Amazon I did not expect from you😡"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Right after i purchased echo dot you lowered its price by 20%. unbelievable!,4.0,Product is good but the pricing is quite tricky. i purchased @ 3500 for fathers day special offer and the next day you put it up for 2799.So fathers day special price was higher than normal.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),The best purchase till date,5.0,Very easy to connect with the phone. Easy to use.you can even make calls to connected devices and make announcements which is so cool. The plug can be connected to fairy light.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Super experience,5.0,"Alexa echo dot with with wipro smart bulb very good combo offer which I got. Every one should experience the next generation intelligence from Alexa. Smart way of controlling the musiq, sound, lights. My kids loved this asking so many questions and Alexa gives answers."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good just as a bluetooth speaker,4.0,When you already have google assisatant voice recognition shouldn't be much of a deal. Alexa needs to be plugged in and conected to a wifi network to function as alexa! If no wifi it acts as a bluetooth speaker. The sound qualitu is pretty good other than alexa being alexa isnt as much fun as you think it is :)
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Alexa unable to identify songs requested, looking for a replacement if possible",1.0,Alexa is unable to identify songs placed to it and most of the time get a negative response of unavailability of our request. Seems to be a waste product for me.Looking for a replacement of this device which seems to have an access to limited resource.Sound of Alexa needs improvisation.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Love its Hinglish (English+Hindi) version. Must buy,5.0,"An absolutely house hold item at a fair price. Its intuitive, speech recognition is superb we use it for hindi and english and sometimes ‘Hinglish’ also :-), a big thanks to the Amazon team. Even while its placed in Drawing room and we call Alexa from bedroom, it has all the ears to us and plays our favourite songs flawlessly. Overall a best fit and a must have. I guess, more than 10 guests who visited us have purchased it on their own after enjoying its performance. Must buy!"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome product...,5.0,"Really a good product....I have attached my light, tv and speakers with it.....it works whenever I want to open or close anything just say to it ...... Now I don't have to search anything on youtube just say that song to alexa and it plays..... really happy with this product. Just one thing it doesn't work on battery. It should have battery support as well."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not worth buying,1.0,"I found this useless, we have to connect it with phone which is difficult process.We have smart phone which does all the things. normal speaker can be more usefull than this."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Great tech... normal speaker would have worked fine for someone like me though!,3.0,"My mother really likes it for me... the voice recognition needs optimization! i call japanese artist clearly but alexa who needs better hearing will play some trendy hindi songs instead, sometimes destroys the moodAll in all great but I prefer normal bluetooth speaker and control it from my phone no jhanjhat no disappointment."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Consistently bad! Should be a Smart Asst. of Bezos,2.0,"After quite a few months of using this, considering the amount I paid for it, I've stopped using it as a smart assistant. Coz it's dumb. Hey Alexa, here's an idea. Be better, or stop snooping around.It's good as a speaker though."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Worth it,4.0,"Overall this is a good speaker, sound quality is really awesome as i have used JBL so i can say that the sound is as good as JBL. But Alexa is not polished in hindi, for alarm , reminder and music playing this is a great device at all and as well as Alexa is doing good with smart home devices.And one more thing wait for a sale then buy it."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa won't respond to Stop commands!,1.0,"I am very happy with my new alexa echo dot device. It turned out better than i expected. The speakers on this device are great. But the only problem I have is that whenever i try to stop a playing music, news flashing, podcast midway. It doesn't stop the music. I have tired various different commands pause, stop current song, etc."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Issue with the Microphone,5.0,UPDATE- GOT MY ALEXA REPLACED BY AMAZON.(Mic works fine now)THE NRW ONE WORKS FINE. BUT THE SOUND QUALITY LEAVES ROOM FOR IMPROVEMENT. Mic isn't proper. Please return this product.It feels like there is a problem with my device only.It cannot her me at 1st or 2nd time. after I speak the wake work multiple times then it hears.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Most OverHyped Product ever,2.0,Sound Quality is best for its price and can be used as only speaker but that's jut 1000Rs. expensive than Mi speakers or even JBL if brand value considered.connectivity and Voice recognition is worst amongst all even including Google speakers and apple one's.e.g. try Ishare tere by Guru Randhawa on this and some similar type of songs it will either play random songs or just english one's.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice but with limitations,4.0,It is a good product at this price but has major limitation of being wired connection. It takes 30-40 secs to start again and anything you want to listen you have to add in ur app which is a time consuming activity.  But overall i took it for my 2 yr kid to distract him from mobile phones and it is helping me in that 😊😊 he enjoys dance well on the tunes now 👍👍
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Perfect device for automation and entertainment,5.0,Review after 3 .onths use.Must have device at home.A nice personal assistant to tell d you and entertain you with automation .Nice if you want to develop any habit  it reminds you to follow .Scheduled morning om chantings and prayers daytime songs etc so much inbuilt
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),It does one thing and does that well-Alexa : Audio quality is not it's USP,4.0,"The far field voice recognition doesn't work very well with this echo device. The Echo spot did this job much better. Audio quality is not comparable to bluetooth speakers at the same price point, however it does one thing and does that well, which is Alexa integration. It's a joy to have Alexa plan your day and remind you of things that would go on to save your life ! Thanks Alexa! Not much thanks to the audio quality :)"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Doesn't respond well, keep getting disconnected, breaking sound, always keep yelling alexa alexa",2.0,"It doesn't listen maxium times, limited to few apps and most time it goeso n to a red mode where it says wifi problem or it can't understand. So him many times sin this world I should keep saying alexa alexa... It fails to understand commands properly and this setup issue. Mmn then to connect to my cel phone Bluetooth was another saga. N now again it's not connecting.I think those who want a good speakers should go for JBL, harman or bose or other brands with just manual Bluetooth option and not waste money in this"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),If you wana listen an uninterrupted and hands free music just go for it,5.0,"Everything is great about the product.Sometimes it doesn't find what it can be. Overall it is a great product to keep at home.A big thanks to its Hindi version. My mom gets up early in morning and asks it to play Bhajans and it makes the morning more beautiful. No battery drainage worries and no worries of typing and finding any particular song on phone. It's simple, Just ask.I want to make sure it needs 24/7 power supply, wifi and amazon prime subscription."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice,5.0,Just awesome but one thing is missing that is google skill due to which most of the time it say I don't know in case of searching something difficult thing otherwise other features are great
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Mom LOVES this!,5.0,"She listens to Vishnu Sahasranamam and Suprabhatam everyday. While cooking and doing house work, she loves that she just has to say ""Alexa, play Vishnu Sahasranamam"". Great product for ease of use and quality of voice output"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,4.0,"Like you Alexa...nice user friendly,obeying n orders regarding playing music n if we appreciate it is saying thanks if we scold Alexa it is calm not saying anything...hahah... enjoying AI...Alexa babyCons:Alexa is not  saying hi to my baby...I mean it won't repeat what we said...it only plays music..."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),GREAT little speaker but no battery,5.0,"Excellent product. It needs to be plugged in all the time, no battery which for such a little guy is strange. Having said that, it is pretty amazing sound for a tiny speaker. It also has a headphone jack..."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Crap - just not worth it,1.0,Looks fine but could notConnect to you tube music .. could not play all Amazon music songs … speaker quality was fine but voice interpretation was pathetic ..
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not good smart product,1.0,यह डिवाइस इतना स्मार्ट नहीं है जितनी हमने कल्पना की थी गूगल पर सब कुछ होते हुए भी यह साधारण सवालों का जवाब देती है की मुझे पता नहीं जो कि इस डिवाइस की सबसे बड़ी कमजोरी है इसके अलावा इस को कनेक्ट करने में बहुत माथापच्ची करनी पड़ती है इस डिवाइस को डायरेक्ट बिना एप के हॉटस्पॉट ब्लूटूथ से जुड़ना चाहिए जिससे इसको कनेक्ट करने में कोई परेशानी ना हो
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa is Best.. Wohoo,5.0,"Go for it guys. Integrating TV, ac and lights made things different at home. Also ask anything from nearby room also Alexa answers and play songs for my mom and news for Dad. And once you start adding new features it becomes more fun.Yes one thing you have to interact and it becomes better."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),MIND BLOWING,5.0,"Had problem for 1st time in connectivity but once it is connected it gets auto connected. Sound Quality could have been more good, it has great sound but the bass is not up to the mark. U are given a rubber base so that it doesn't vibrate much. Alexa can hear and recognise my voice very easily Its friendly n Hindi is enabled. There are lots of things u can try. Jokes , News , Music are very easy to listen..Just Say ""Alexa..."".I am SATISFIED WITH THIS PRODUCT!!I got it for 1999/- with Wipro Bulb in offer."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),looks like a best friend to understand my requirements,5.0,"It looks like a best friend to understand my requirements. Any sort of songs, bhajan, news can be played at one go. The sound quality is just awesome, can't expect better than this. I have seen a couple of bad feedback recognition voice & their requirement but don't agree to it since we have to call & give clarity to Alexa to understand our choice. Alexa can even operate my firestick tv & can play anything that I want."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),All in one speaker. Must buy but in festive season 😂🤟🏻 otherwise it's very expensive.,5.0,Product is just stunning...... Amazon did a great job to make this smart speaker affordable in this festive season..... Quality is just superb..... Sound quality is like home theatre.....mic quality is excellent...... catches voice form far distance... Lovely product.......And one more thing what to say about Alexa.... She's very friendly 😂😂😂😂and smart she gives answers in a very funny way.... whether you ask questions in Hindi 😂😂😂....Love this product ❤️❤️❤️❤️
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Awesome😍😍😍,5.0,Awesome😍😍😍😍 This is my 1st Alexa echo dot I was very excited to open it ...it was a dream come true awesome experience sound quality n voice recognition is very good love u Alexa.....
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Buy it on Amazon sale,",5.0,"The media could not be loaded.
                



 Like every thing about it, make your home smart, and buy it on Amazon sale, the real prize on Amazon is 3600 rupee  with smart bulb, but I buy it for 2500 rupee with smart bulb 💡"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Bass is high so sound clarity decreases with decrease in treble.,3.0,"This is a very good product that amazon has come up with. Hats off to them. It is fun talking to alexa. Alexa provides us our day to day information. Though a few upgradations are also required for alexa software.There is just one drawback of this product that in sound quality, there is improper balance between bass and treble. Bass is a lot more as compared to treble so speech clarity decreases with decrease in treble.I hope upcoming echo gen are made keeping everything in mind."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Exceptional device for smart home,5.0,This is my second alexa device. This is one of the best device for smart home for such a affordable price as 2000 Rs along with wipro smart light. Must buy. No cons except a few more advancements in the software which can be addressed in future.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Set up,2.0,"I have received my alexa today (27 Dec 2021), but I am unable to set my echo dot alexa mobile application, I have contacted cust care but they said today is same problem in india wide but I am still confused if the device has malfunction or really the Amazon Alexa app facing the issue? I want reply from Amazon, thanks"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Started crackling after just 9 months,1.0,"Yes, in just 9 months, the speakers are crackling. I have placed a complaint and it will be replaced. But now I am very doubtful about the quality. If it happens again after 8-9 months, there will not be warranty to cover it.And Alexa App is the worst app on my iPhone.Looks like it is designed by developers with 0 UX knowledge and it is very buggy"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Meet you expectation for sure.,5.0,"I have tried both Google and Alexa devices. And in my opinion, I cannot guarantee the future but till now, Amazon smart devices are much better than google in daily life usage."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Great to own an Amazon Echo Dot,5.0,I was debating whether to buy the Amazon Echo Dot.  I am so glad that I did.  My day is now one long musical day - also being connected to most of my equipment is a bonus.  Thanks
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Very upset add marathi language  Jai hind Jai Maharashtra,1.0,I dislike due to there is no Marathi language so add it marathi also while seeking in Maharashtra so add it
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),How to work in Alexa,5.0,"Good and help full device,you can only connect the internet on useing time and install the Alexa app on your mobile,it is a comment base automatically device,sound quality is verry beautiful,but you can not carry for this device because it direct charge not inbuilt battery,prise is standard.you can connect it also blutooth without internet and play all downloaded movies and song in your mobile phone."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good for kids and music listeners (if you have amazon account),4.0,Given 4 based in below initial points:Package doesnt have air packets where expecting proper packageIt says 4th generation but still not having aux cable  charging optionPros:Sound clarity really good(go for it if you are music lover)Almost recognise all voices
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Amazing product.,5.0,"My day start with this device I bought it 3 months ago.I really love this product.This product really amazing and the way controls wireless thing surprising.Everything working perfectFew things has to be developed.Few old songs won’t be recognised, I request please focused on this."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),NEED TO IMPROVE..........,4.0,Mind blowing purchase......😀😀😀😀Need to improve n skills....... I am a music lover from kerala.... So try to add more tracks from regional languages........ Otherwise try to link with youtube to get full range of songs from all lqnguages.....
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Amazon Echo Dot... a good product,5.0,"The Amazon Echo Dot... a good product... able to understand most of the voice commands... the sound quality is good...Bought it during the Amazon sale...Was actually looking for a blue tooth speaker, when the sale came up...and saw the Dot on sale..paid 1999/- for it... Working fine so far... The only con is, works only when plugged into a power outlet and there is no battery backup..."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not worth,3.0,Voice recognition is very bad and does not recognise the words for at least 50% of the time. Integration is good.. does not cause any problems while integrating. Half of the time very popular songs also are not recognised by Alexa. No settings to store the language preferences. All the time you have to choose which language you want to hear the songs
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice product but with a little lacking,4.0,"About voice recognition , Alexa integration I would say, it is fine but as compared to bose this echo dot lags behind but over all this is not bad at this budget price. What One thing I want to point out is, it cannot recognise if it is requested to play a particular song or album unlike Amazon music app. This lacking has to be resolved. So I am giving 4 star."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),would have been better,4.0,I got it during the time of sale. I have used google mini after using google I thought to upgrade it and check how is Alexa. It is good as well as bad from from google in different term. Alexa has better far field recognition but I think in order to save money amazon have made some cut offs  from Alexa 2nd generation. It literally understand what we say 6 times out of 10 times.Well its a overall good package for it's price range.Sound is awesome 10/10.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),A Good friend in home.,5.0,"Nice speaker. Voice recognition is fine. It keeps us busy.sound quality is marvellous. Only problem I get that after power failure this device take long time to reconnect with the wifi. More over, wifi changing process is a bit difficult."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),it is unable to find things from Google,3.0,"It is unable to find things from Google even it can't find songs or stories from Google. It only works when i connect it with Spotify aap. Then what is the use of this alexa. Spotify and other aaps are in my ph, then why i need to buy this alexa. It never work with Google. It never search things by own with the help of Google. It needs aap like Spotify and other aaps."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Over all experience of around 3 years.,3.0,"Good product superficiallly if you expect to work as youtube or google you will be disappointed but yea ask time, reminder alarm news few popular songs its ok....had it worked as google or youtube man I would have given it a 5 star"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice Speaker,5.0,"Alexa Pairs easily, acts as a nice bluetooth speaker. Sound is awesome specially bass. I owe a 2nd gen echo amd take my word 3rd gen echo is n times better than last in sound quality. Worthy successor.Special thanks to Amazon for quick replacement of my echo device.Only thorn in the foot is software. Sometimes fail to search desired music."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Don't buy.....,1.0,Please don't purchase it shows you are not eligible to purchase amit ji voice due to geographical restrictions.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Satisfied,4.0,"Alexa is one step to get information of whatever you want. Its voice recognition is also good, can go sometimes confused. The problem I have is, its not wireless, it has to be continously plugged in at a corner. Plus there are few features which needs upgradation, for eg maths calculation. Some math calculations alexa couldn't do. Overall satisfied with the product"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent smart speaker,5.0,Echod dot is an excellent smart speaker which feels very useful. Got it for 2299 with wipro smartbulb in prime day sale and its a good deal. Voice recognition is good enough and speaker sound quality is as good as can be expected at this size.. over-all a high quality product from amazon
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Not up to the expectations.,1.0,Worked on first day. Stopped to work from second day. Tried all steps in vain. Not satisfied with the product. Going to return the product
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Don't believe in prime day or offers.,1.0,Cheated by amazon. I had ordered this product on the prime day sale and this is what amazon does for their prime customers. I just received a box which was already opened. The alexa itself wasn't present inside the box only the charger was there inside. Worst service never expected this by amazon.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Ok,3.0,Poor finishing of the product. Not expected from Amazon. Working is normal .Not at all satisfied with the finishing...that is reason for 3-stars rating.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Need a lot of improvements. Still not recognising voices, can't understand 80% commands",2.0,Just a decent piece. Not much appreciated. What worked perfectly is:1. How is weather2. When is sunset3.play music : mostly can't understand which music you said and will end up playing some random.4. Setup alarmsApart from that you can just use it as a speaker in a corner of your room.PS: still few features were quite good but as i said it can't understand commands at first attempt nor the second attempt. :P
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice but not user Friendly,4.0,Nice but not user Friendly
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Perfect Gift and Super quality,5.0,"Amazing product in such a price tag. I bought this in Prime Day deal so got 2 in 4k. I already have an echo device, the bigger one and these two were for my parents and in-laws, they are super happy and excited. Anyone looking to gift something nice to their near one... Got for it..."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Value for Money,5.0,"Very Good. Kids in home liked it very much. sometimes facing issue in voice recognition. if movie name is common word in multiple languages, it is mixing the thing's up."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent sound quality. Excellent microphone. Useful and interesting,5.0,Clear sound.Beautiful replies from AlexaAstonishing microphoneBeautiful ring ligth notificationsControlling smart home immediatelyLove it
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good for the price you pay,3.0,"The media could not be loaded.
                



 Good for the price but sometimes while playing the song she doesn't responds me ......and yes those who think that there will be a Amitabh bacchan voice then the ans is no as you have to buy his voice for 99 rs/- overall it is a good product and the bulb is also good quality takes up every command😁😁"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Worth Each Penny! Moms best friend Alexa.,5.0,"Best 👍💯 AI ever used!Sound quality is damn cool!I order alexa from my hall to bedroom yet she listen (don't judge I have big area)Most favorite part is, before ordering it my mom  thought it's waste of money and now she talk with her more than she talks with me.I ordered alexa in diwali sale, I received it along with smart wifi bulb 💡 which makes it more interesting. Now I am looking to buy more smart stuff to connect with alexa."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Good need some software update,4.0,One of the best product witch can you buy on Amazon. The performance of alexa is good. But I didn't get access to Amazon prime music don't know why. Songs are playing on Hungama it makes me feel like se Hungama product not amazon's. And sometimes it give you add before playing music. Music have to be played on Amazon prime which should be the first priority on this device
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),The  blue light on Alexa  doesn't work properly,3.0,I liked the Product. But I realized after using it for a while that when i was using it initially i could see a light on device like blue orange green  in different colors for  alert reminder etc. basically would give the status. But I am unable to see that now. I tried other options in settings through App but no success. I called Customer care for replacement they mentioned I already passed the date and Can't do anything about it.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Nice working,4.0,"Another super productive item from Amazon Alexa. I love to use it.. well connected with all my smart devices like bulbs, TV etc. Always find some fun while useing it... Best sound quality... We hope in future it may support Telugu language also... waiting for this update"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),My echo device,5.0,Main Sanjeev Kumar. main echo dot third generation + Wipro smart bulb purchase Kiya Hai. Amazon Prime dwara 1999 rupees main. 29 September ko book kiya tha aur ek October ko morning mein hi Mujhe mil gaya tha. iska sound Bada Hi Shandar hai aur Wipro bulb bhi bahut Achcha kam kar raha hai. Maine se 5 star rating Di Hai very nice product.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Worst product i have purchased in electronic segment,1.0,It started hanging after 3 to 4 days but i thought it may be network issue but the problem is same and now it needs set up again and again and set up is fail again and again so  i am fed up with this product alexa app is also very slowSo i would nor recommend this productWastage of money
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Total waste of money,1.0,"Worst product ever, Bluetooth connectivity very poor. Only purchase if you want to know whether condition or any score other than that its literally just waste of money"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),A wonderful experience,5.0,"Alexa can do just anything!!You can even operate echo(even book a ride) with your phone switched off ,only the WiFi needs to be on.once setup, echo is on its own....it does not need a phone ... just a WiFi connectionSet reminders, many alarms, birthday reminders,and do everything possible on this device which is just a little larger than a tennis ball."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Terrible..,1.0,Not at all a good software.. terrible at voice recognition.. most of the time it will get you frustrated trying to play the music you want.. it only understands a set of pre configured commands correctly.. no AI whatsoever.. even the sound quality is equivalent to a bluetooth speaker one thirds it's price..
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),This 5 star is for the Alexa service center which replaced my faulty device,5.0,"My previous one had stopped working after 6months. They replaced the item immediately.The return was done, via me buying a new device and then getting refunded for the amount"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Smart Companion to be with !,5.0,"Being pioneers in home automation integrator Amazon Alexa has evolved from their experiences and creating miracles.. From ease of setting up the Devuce to integrating with multiple IFTTT devices it’s just smooth.. When it comes to music segmentation there’s no better than Alexa to match up with.. I would like to propose to Team Alexa India, to work kn bringing Indian Radio channels integration .."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),ELEXA ECHO DOT ISSUE,1.0,I am not able to use ALEXA due to connectivity issues .Whenever I am connecting from a mobile app it cannot connect and for a long time I am in touch with Amazon Customer care and every time they are told by them that this issue will be resolved in 48 and 78 hours. Please give a timeline as to when the issue will be resolved otherwise it should be withdrawn
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Please someone from Amazon should call to get this fixed. Bad software needs attention.,1.0,Alexa integration is not seamless. Software definitely as issues. I was impressed by Amazon’s customer service as they called to fix the issue immediately just the next day after my feedback but after few days I am back struggling with it. Country specific integration has to be improved. I am struggling to make it work. Done reset thrice but the same thing continues.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Device is working with interrupted voice...,5.0,"Overall it is a very good device, I started use it since 5 days only. At first it was working perfectly,but from yesterday I marked a defect that the device can't streaming audio continuously . It is working with interrupted voice......so sad. Plz suggest me how to solve it."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Plzzz make connectivity easy like Bluetooth speaker.Make set up easy,3.0,"*So much improvement is needed.While using by our own mobile Wi-Fi hotspot every time has to make set up.*It should have given facility like other Bluetooth speaker connectivity as Bluetooth speakers connect very fast.*Trying from so many days it doesn't discover work smart bulb.*If some song is going on,Many times it do not play what we say and  keep playing on same song"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Wow Purchase 2nd Time,5.0,"I am purchasing this item 2nd time, I want to build my personalise smart home kit. It was amazing… connectivity . Voice recognition ..purchase depending upon your needs."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Used for Multiple Purposes,5.0,"Part of a Digital Family, My Home Defaults Speakers connected with Bluetooth and Mobile Devices.Must Buy, Drop-In Feature of Alexa Works like a Intercom.Audible, Spotify and Mobiles"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Long way to go Alexa,2.0,"At 50% volume sould quality is good , beyond that it’s sounds horribleBiggest drawback, alexa doesn’t respond on full volume at 4 ft distanceAlexa application hangs up very often and  stops the responseBluetooth connectivity, lagging most of the time"
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Overall excellent product, just one glitch!",4.0,"You need to keep it connected to a plug at all times! It's not like a portable wireless speaker which you can carry around carefree. This fact is not clearly advertised/implied in any of marketing. Yet... The product itself, the sound quality and alexa's ability to understand English with partly Indian accent are all absolutely brilliant. These qualities surpass expectations."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),"Alexa, the good assistant.",5.0,Alexa is good. It understands the query well now. For conversation mode you need to train Alexa.You can change call sign of Alexa but there are only 4 options available. Bought in 2019 for Rs 1650/-. Now going to buy another on 26/07/2021 for Rs2249/-.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,4.0,So satisfying. Packing was good.  Product also reach in one piece. I think words can not explain the quality of the product but star rating can.
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Excellent,5.0,"Super purchase at affordable price of Rs . 1999 bundled with free wipro smart light.Fast response,  crystal clarity sound, innovative control of 3rd party smart appliances & beautifully designed.Very much reccomended.Very easy to control music."
Echo Dot (3rd Gen) – New and improved smart speaker with Alexa (Black),Alexa is a perfect little gadget!,5.0,"She sings at your command...rather plays songs!! Plays quizzes with you....plays radio stations, wakes you u with music and much much more . What I dislike about her is her very annoying female Indian accent voice. I wish I could set it to British or USA English."
