,stars,body,clean_text,lemmatized_text,scores,sentiment,word_count
1501,1.0,not responding to voice commands in percent cases not like not recognising the voice in cases got a feel of lost the money if u r lucky work some times and able to play amazon music work with this device ,responding voice commands percent cases like recognising voice cases got feel lost money u r lucky work times able play amazon music work device,responding voice command percent case like recognising voice case got feel lost money u r lucky work time able play amazon music work device,2.0,1,24
1502,4.0,portability needs to be more seamless sound quality is good alexa has to improve alot ,portability needs seamless sound quality good alexa improve alot,portability need seamless sound quality good alexa improve alot,9.0,1,9
1503,5.0,good good product,good good product,good good product,6.0,1,3
1504,5.0,made us smart echo has made our home smart particularly so when your family has added a newest member my grand daughter who is year plus she sleeps only when echo dot sings rhymes for her ,made us smart echo made home smart particularly family added newest member grand daughter year plus sleeps echo dot sings rhymes,made u smart echo made home smart particularly family added newest member grand daughter year plus sleep echo dot sings rhyme,5.0,1,21
1505,5.0,nice product very good product and features however needs to improved for online search ,nice product good product features however needs improved online search,nice product good product feature however need improved online search,8.0,1,10
1506,5.0,eco is great very goodvalue of moneysimple,eco great goodvalue moneysimple,eco great goodvalue moneysimple,3.0,1,4
1507,5.0,simply superb simply superb ,simply superb simply superb,simply superb simply superb,10.0,1,4
1508,1.0,horrible product needs a lot of more development of alexa horrible experience and not value for money,horrible product needs lot development alexa horrible experience value money,horrible product need lot development alexa horrible experience value money,-6.0,-1,10
1509,5.0,excellent excellent product from amazon lot of fun knowledge better if we get this with inbuilt battery ,excellent excellent product amazon lot fun knowledge better get inbuilt battery,excellent excellent product amazon lot fun knowledge better get inbuilt battery,12.0,1,11
1510,4.0,good but not impressed with voice recognition overall good but voice recognition is poor and for hindi it need more updates ,good impressed voice recognition overall good voice recognition poor hindi need updates,good impressed voice recognition overall good voice recognition poor hindi need update,11.0,1,12
1511,2.0,poor sound at even little high volume the sound is very very average no use buying this entry level product,poor sound even little high volume sound average use buying entry level product,poor sound even little high volume sound average use buying entry level product,-2.0,-1,13
1512,4.0,good product had gifted to my sister she is happy,good product gifted sister happy,good product gifted sister happy,6.0,1,5
1513,5.0,became part of family it s amazing,became part family amazing,became part family amazing,4.0,1,4
1514,5.0,loved it value for money,loved value money,loved value money,3.0,1,3
1515,3.0,search needs to improve search is not good needs yo improve search capabilities other wise its okay ,search needs improve search good needs yo improve search capabilities wise okay,search need improve search good need yo improve search capability wise okay,8.0,1,12
1516,4.0,it s fun and same time useful it s a nice product to play withit s not portablesound quality is perfect,fun time useful nice product play withit portablesound quality perfect,fun time useful nice product play withit portablesound quality perfect,14.0,1,10
1517,3.0,just ok not suitable for countries where power cuts are a daily routine it would have been better if it had a integrated battery,ok suitable countries power cuts daily routine would better integrated battery,ok suitable country power cut daily routine would better integrated battery,3.0,1,11
1518,1.0,switching off within minutes switching off within minutes everytime please solve my problem please replace my piece asap ,switching within minutes switching within minutes everytime please solve problem please replace piece asap,switching within minute switching within minute everytime please solve problem please replace piece asap,1.0,1,14
1519,5.0,good product we get multi color bulb also working good,good product get multi color bulb also working good,good product get multi color bulb also working good,6.0,1,9
1520,1.0,not powering on after opening box not at all powering on applied for replacement will update review after receiving replacement item ,powering opening box powering applied replacement update review receiving replacement item,powering opening box powering applied replacement update review receiving replacement item,0.0,0,11
1521,5.0,awesom alexa using it from past years no problem whatsoever,awesom alexa using past years problem whatsoever,awesom alexa using past year problem whatsoever,-2.0,-1,7
1522,5.0,amazing good,amazing good,amazing good,7.0,1,2
1523,5.0,wonderful product wonderful product,wonderful product wonderful product,wonderful product wonderful product,8.0,1,4
1524,4.0,amaznig product lacks battery operation the new option with battery was released witing odd days post purchase woul have bought that model ,amaznig product lacks battery operation new option battery released witing odd days post purchase woul bought model,amaznig product lack battery operation new option battery released witing odd day post purchase woul bought model,-4.0,-1,17
1525,5.0,very good to good this is the third alexa i am ordering my daughter loves it ,good good third alexa ordering daughter loves,good good third alexa ordering daughter love,9.0,1,7
1526,1.0,waste of money waste of money she doesnt answer for most of the things first try to access youtube or gaana instead of saavn or waste amazon music ,waste money waste money doesnt answer things first try access youtube gaana instead saavn waste amazon music,waste money waste money doesnt answer thing first try access youtube gaana instead saavn waste amazon music,-3.0,-1,17
1527,5.0,amazing really super i bought it in amazon great days with less price i get it sound quality is really spb,amazing really super bought amazon great days less price get sound quality really spb,amazing really super bought amazon great day le price get sound quality really spb,12.0,1,14
1528,5.0,alexa good things the media could not be loaded alexa better than google assistant ,alexa good things media could loaded alexa better google assistant,alexa good thing medium could loaded alexa better google assistant,5.0,1,10
1529,5.0,very usefully good to buy worth for money,usefully good buy worth money,usefully good buy worth money,5.0,1,5
1530,5.0,nothing to say super performance ,nothing say super performance,nothing say super performance,3.0,1,4
1531,3.0,sound quality is better than old version but overall not that much satisied same as above,sound quality better old version overall much satisied,sound quality better old version overall much satisied,4.0,1,8
1532,5.0,not value for money u can buy it but because it is a great smart speaker but if u need a bluetooth speaker then go some another speaker because it does not worth as a speaker,value money u buy great smart speaker u need bluetooth speaker go another speaker worth speaker,value money u buy great smart speaker u need bluetooth speaker go another speaker worth speaker,6.0,1,16
1533,5.0,stupendous the best product by amazon,stupendous best product amazon,stupendous best product amazon,3.0,1,4
1534,1.0,bad not as expected,bad expected,bad expected,-3.0,-1,2
1535,1.0,unable to connect with my wifi unable to connect with my wifi network though my wifi is active and device was very close to wifi,unable connect wifi unable connect wifi network though wifi active device close wifi,unable connect wifi unable connect wifi network though wifi active device close wifi,-3.0,-1,13
1536,5.0,very nice and satisfied product liked it so much having so much fun with it i disliked one thing that if i ask a difficult question it always goes to the web instead of telling straight the answer ,nice satisfied product liked much much fun disliked one thing ask difficult question always goes web instead telling straight answer,nice satisfied product liked much much fun disliked one thing ask difficult question always go web instead telling straight answer,9.0,1,20
1537,1.0,alexa not responding the media could not be loaded alexa not responding blue light showing all around cant even reset it ,alexa responding media could loaded alexa responding blue light showing around cant even reset,alexa responding medium could loaded alexa responding blue light showing around cant even reset,0.0,0,14
1538,5.0,alexaa sound quality is good fast bluetooth connectivity easy to use ,alexaa sound quality good fast bluetooth connectivity easy use,alexaa sound quality good fast bluetooth connectivity easy use,6.0,1,9
1539,4.0,good on everything is fine,good everything fine,good everything fine,5.0,1,3
1540,5.0,best defenetly should buy this product ,best defenetly buy product,best defenetly buy product,3.0,1,4
1541,5.0,good liked,good liked,good liked,5.0,1,2
1542,5.0,best voice assistant alexa is very helpful through playing hands free music jokes remainders news and updates facts alexa skills add more value to this product ,best voice assistant alexa helpful playing hands free music jokes remainders news updates facts alexa skills add value product,best voice assistant alexa helpful playing hand free music joke remainder news update fact alexa skill add value product,8.0,1,19
1543,5.0,the only best product i really love this product and i am sure that this is the best one than google nest or home mini i think this is helpful for who are confusing to buy in both alexa is the best one than google,best product really love product sure best one google nest home mini think helpful confusing buy alexa best one google,best product really love product sure best one google nest home mini think helpful confusing buy alexa best one google,12.0,1,20
1544,4.0,great device go for it echo dot rd generation is a great music device and wonderful sound quality ,great device go echo dot rd generation great music device wonderful sound quality,great device go echo dot rd generation great music device wonderful sound quality,12.0,1,13
1545,5.0,alexa for each one of us it s an amazing product which is very cheap n working like awesome maestro must buy product for our growing kid better to give them alexa not phone ,alexa one us amazing product cheap n working like awesome maestro must buy product growing kid better give alexa phone,alexa one u amazing product cheap n working like awesome maestro must buy product growing kid better give alexa phone,13.0,1,20
1546,1.0,product is not good product is not good,product good product good,product good product good,6.0,1,4
1547,3.0,sound quality should improve sound quality not good in high volume alexa can t hear the commands it should be inbuilt noise cancellation system ,sound quality improve sound quality good high volume alexa hear commands inbuilt noise cancellation system,sound quality improve sound quality good high volume alexa hear command inbuilt noise cancellation system,9.0,1,15
1548,1.0,pathetic sound quality the sound quality is pathetic given the price tag they should be selling it for rs ,pathetic sound quality sound quality pathetic given price tag selling rs,pathetic sound quality sound quality pathetic given price tag selling r,0.0,0,11
1549,5.0,i love it it has very good music quality very updated from the last generation i would highly recommend it only con is that it is not better in gathering info than google home ,love good music quality updated last generation would highly recommend con better gathering info google home,love good music quality updated last generation would highly recommend con better gathering info google home,12.0,1,16
1550,5.0,excellent i ordered this alexa echo dot on sale the amount was its really worth buying initially i was confused with google home but after reading many reviews and compare with each features finally i go with alexa echo dot nd ,excellent ordered alexa echo dot sale amount really worth buying initially confused google home reading many reviews compare features finally go alexa echo dot nd,excellent ordered alexa echo dot sale amount really worth buying initially confused google home reading many review compare feature finally go alexa echo dot nd,3.0,1,25
1551,2.0,good good,good good,good good,6.0,1,2
1552,5.0,good sound for music good speaker driver for light music ,good sound music good speaker driver light music,good sound music good speaker driver light music,6.0,1,8
1553,5.0,super knowledgeable and entertaining wat a product superb knowledgeable for my child and it is entertainer also ,super knowledgeable entertaining wat product superb knowledgeable child entertainer also,super knowledgeable entertaining wat product superb knowledgeable child entertainer also,10.0,1,10
1554,5.0,loved it this echo dot is super i loved it works well with my smart appliances sound quality is also good,loved echo dot super loved works well smart appliances sound quality also good,loved echo dot super loved work well smart appliance sound quality also good,15.0,1,13
1555,5.0,happy with alexa superb sound quality nice material and good product i love it but amazon package is bed and the product is made in china ,happy alexa superb sound quality nice material good product love amazon package bed product made china,happy alexa superb sound quality nice material good product love amazon package bed product made china,19.0,1,16
1556,2.0,not satisfied temper to google home sorry not satisfied,satisfied temper google home sorry satisfied,satisfied temper google home sorry satisfied,3.0,1,6
1557,1.0,product is not working alexa could not voice recognitionproduct is not goodplease confirm replacement status i m waiting for days no response for u r side,product working alexa could voice recognitionproduct goodplease confirm replacement status waiting days response u r side,product working alexa could voice recognitionproduct goodplease confirm replacement status waiting day response u r side,0.0,0,16
1558,4.0,value for money nice product value for moneystill finding difficulty on voice integration it recognises every one s voice in family,value money nice product value moneystill finding difficulty voice integration recognises every one voice family,value money nice product value moneystill finding difficulty voice integration recognises every one voice family,3.0,1,15
1559,2.0,audio quality not good at high volume sound quality is not good voice commands also not recognizing properly,audio quality good high volume sound quality good voice commands also recognizing properly,audio quality good high volume sound quality good voice command also recognizing properly,10.0,1,13
1560,1.0,theft received an empty box today echo dot and charger both were missing a happy prime member very fast delivery ,theft received empty box today echo dot charger missing happy prime member fast delivery,theft received empty box today echo dot charger missing happy prime member fast delivery,0.0,0,14
1561,5.0,very nice good,nice good,nice good,6.0,1,2
1562,3.0,good but not so good the app is buggy and non responsive and that makes it harder to integrate after a while the echo dot isn t that responsive and efficient and also the voice recognition and answers are sometimes not up to the mark,good good app buggy non responsive makes harder integrate echo dot responsive efficient also voice recognition answers sometimes mark,good good app buggy non responsive make harder integrate echo dot responsive efficient also voice recognition answer sometimes mark,12.0,1,19
1563,4.0,add more indian classical music found limited music options for carnatic music,add indian classical music found limited music options carnatic music,add indian classical music found limited music option carnatic music,-1.0,-1,10
1564,3.0,can t connect android tv can t connect to android tv,connect android tv connect android tv,connect android tv connect android tv,0.0,0,6
1565,1.0,does not respond to anything after alexa simply doesn t work almost like a defective model does not respond to anything after alexa only the blue light lights up and then almost seconds later it turns off with no response ,respond anything alexa simply work almost like defective model respond anything alexa blue light lights almost seconds later turns response,respond anything alexa simply work almost like defective model respond anything alexa blue light light almost second later turn response,-1.0,-1,20
1566,3.0,decent the alexa sw can have better conversational upgrades can t link my youtube from mobil for some reason need the one click equivalent on the skills ,decent alexa sw better conversational upgrades link youtube mobil reason need one click equivalent skills,decent alexa sw better conversational upgrade link youtube mobil reason need one click equivalent skill,2.0,1,15
1567,3.0,voice recognition hectic sound quality is good but voice recognition is not good enough tried hard to play any specific songs ,voice recognition hectic sound quality good voice recognition good enough tried hard play specific songs,voice recognition hectic sound quality good voice recognition good enough tried hard play specific song,11.0,1,15
1568,5.0,excellent excellent excellent,excellent excellent excellent,excellent excellent excellent,9.0,1,3
1569,5.0,quality product excellent product i loved the wipro light that came with echo dot ,quality product excellent product loved wipro light came echo dot,quality product excellent product loved wipro light came echo dot,8.0,1,10
1570,5.0, it s fun buy it if u have never had alexa just for an experience,fun buy u never alexa experience,fun buy u never alexa experience,4.0,1,6
1571,2.0,sound quality turned worse within days of use alexa is not able to recognise voice of times the sound quality is also punctured not a decent experience ,sound quality turned worse within days use alexa able recognise voice times sound quality also punctured decent experience,sound quality turned worse within day use alexa able recognise voice time sound quality also punctured decent experience,1.0,1,18
1572,5.0,go for it and have an ai friend everytime a good companion with all interesting featrues if the fan of your room is on high speed it takes a second time to capture the command ,go ai friend everytime good companion interesting featrues fan room high speed takes second time capture command,go ai friend everytime good companion interesting featrues fan room high speed take second time capture command,9.0,1,17
1573,1.0,no sound no sound how should i replace it it is under warranty ,sound sound replace warranty,sound sound replace warranty,0.0,0,4
1574,5.0,good wonderful it would have been good if it could play original version of songs lots of them are remixes or retro versions the original tune of the song is lost ,good wonderful would good could play original version songs lots remixes retro versions original tune song lost,good wonderful would good could play original version song lot remixes retro version original tune song lost,7.0,1,17
1575,5.0,nice my baby likes alexa very much so bought itshe is enjoying,nice baby likes alexa much bought itshe enjoying,nice baby like alexa much bought itshe enjoying,7.0,1,8
1576,5.0,must buy purchase for every home one word super useful product and must buy for every home its very user friendly product ,must buy purchase every home one word super useful product must buy every home user friendly product,must buy purchase every home one word super useful product must buy every home user friendly product,7.0,1,17
1577,5.0,no local language understand need input indian languages voice and music quality is outstanding,local language understand need input indian languages voice music quality outstanding,local language understand need input indian language voice music quality outstanding,7.0,1,11
1578,4.0,sound quality is good but not so loud and low base good product but some times it didn t respond i got it for rs worth it sound quality is good but not so loud and not good base good for small room but not for big room or hall,sound quality good loud low base good product times respond got rs worth sound quality good loud good base good small room big room hall,sound quality good loud low base good product time respond got r worth sound quality good loud good base good small room big room hall,22.0,1,25
1579,3.0,it s new but third class when i received product i am very happy but when i used its sound and it s feature r third class worst product i every seen in my life,new third class received product happy used sound feature r third class worst product every seen life,new third class received product happy used sound feature r third class worst product every seen life,0.0,0,17
1580,3.0,kindly upgrade more languages example punjabi good product but not perfect alexa know only hindi and english it s improvement need dear team kindly add punjabi language,kindly upgrade languages example punjabi good product perfect alexa know hindi english improvement need dear team kindly add punjabi language,kindly upgrade language example punjabi good product perfect alexa know hindi english improvement need dear team kindly add punjabi language,10.0,1,20
1581,5.0,nice early delivery by amazon its been a day and till now its working fine as expected really nice able to understand all instructions but this review is only based on a single day usage ,nice early delivery amazon day till working fine expected really nice able understand instructions review based single day usage,nice early delivery amazon day till working fine expected really nice able understand instruction review based single day usage,8.0,1,19
1582,5.0,works great works great got it at the amazing combo offer on amazon that included a firestick and w bulb ,works great works great got amazing combo offer amazon included firestick w bulb,work great work great got amazing combo offer amazon included firestick w bulb,10.0,1,13
1583,1.0,i tried so many times to activate device but it was not connecting kindly replace the same since the product purchase i tried lot to activate connect but it s not done till date kindly replace the same,tried many times activate device connecting kindly replace since product purchase tried lot activate connect done till date kindly replace,tried many time activate device connecting kindly replace since product purchase tried lot activate connect done till date kindly replace,0.0,0,20
1584,5.0,awesome product by amazon awesome product by amazon,awesome product amazon awesome product amazon,awesome product amazon awesome product amazon,8.0,1,6
1585,1.0,cheat not conected my wi fi amazon alexa tacnition told me server problem hours wait i m return it,cheat conected wi fi amazon alexa tacnition told server problem hours wait return,cheat conected wi fi amazon alexa tacnition told server problem hour wait return,-5.0,-1,13
1586,5.0,sound quality best then any other device recognition of voice is perfect,sound quality best device recognition voice perfect,sound quality best device recognition voice perfect,10.0,1,7
1587,2.0,not communicating in hindi my alexa not able to understand hindi i tried all the settings but the product is not installed with hindi language software it is not communicating in hindi at all,communicating hindi alexa able understand hindi tried settings product installed hindi language software communicating hindi,communicating hindi alexa able understand hindi tried setting product installed hindi language software communicating hindi,0.0,0,15
1588,5.0,a good buy for your home as usual excellent product hardly anything to complain about,good buy home usual excellent product hardly anything complain,good buy home usual excellent product hardly anything complain,4.0,1,9
1589,4.0,excellent sound for sound quality i give stars but sometimes i face connection problem all over product is good ,excellent sound sound quality give stars sometimes face connection problem product good,excellent sound sound quality give star sometimes face connection problem product good,6.0,1,12
1590,5.0,a friend at home skills to be widen to allow more music she is still learning bollywood movie names ,friend home skills widen allow music still learning bollywood movie names,friend home skill widen allow music still learning bollywood movie name,2.0,1,11
1591,5.0,useful hands free product useful product,useful hands free product useful product,useful hand free product useful product,5.0,1,6
1592,4.0,alexa it would stop in the middle to hear something alexa should come with portability ,alexa would stop middle hear something alexa come portability,alexa would stop middle hear something alexa come portability,-1.0,-1,9
1593,5.0,very good product very useful product,good product useful product,good product useful product,5.0,1,4
1594,5.0,need offline operation too need to operate when offline also especially basic commands like controlling of home automation devices once configured ,need offline operation need operate offline also especially basic commands like controlling home automation devices configured,need offline operation need operate offline also especially basic command like controlling home automation device configured,0.0,0,16
1595,5.0,better device better and obident device better experience better cost of money,better device better obident device better experience better cost money,better device better obident device better experience better cost money,8.0,1,10
1596,5.0,superb sound quality amazing,superb sound quality amazing,superb sound quality amazing,11.0,1,4
1597,5.0,worthy of ever penny got it during sale nice product with better speakers in this generation continuous development has also added to its functionality ,worthy ever penny got sale nice product better speakers generation continuous development also added functionality,worthy ever penny got sale nice product better speaker generation continuous development also added functionality,7.0,1,15
1598,5.0,alexa very good speaker i have no words for it the media could not be loaded play songs knowledgeable many maths que solve for kids and many more features,alexa good speaker words media could loaded play songs knowledgeable many maths que solve kids many features,alexa good speaker word medium could loaded play song knowledgeable many math que solve kid many feature,4.0,1,17
1599,5.0,good product good one,good product good one,good product good one,6.0,1,4
1600,4.0,great good speaker some songs vibrate my desktop when i was trying play a song some times it plays wrong but good speaker ,great good speaker songs vibrate desktop trying play song times plays wrong good speaker,great good speaker song vibrate desktop trying play song time play wrong good speaker,7.0,1,14
1601,5.0,amazing value for money ,amazing value money,amazing value money,4.0,1,3
1602,5.0,awesome awesome go for it ,awesome awesome go,awesome awesome go,8.0,1,3
1603,1.0,not working in days i bought this item on april and now april it s not working it s not getting charge,working days bought item april april working getting charge,working day bought item april april working getting charge,0.0,0,9
1604,5.0,best product for masti my first smart speaker ,best product masti first smart speaker,best product masti first smart speaker,4.0,1,6
1605,1.0,setup error mera echo dot ka setup nahi hobraha hai bar bar error aa raha hai us error ki image bhej raha hu please iska solutions kijia,setup error mera echo dot ka setup nahi hobraha hai bar bar error aa raha hai us error ki image bhej raha hu please iska solutions kijia,setup error mera echo dot ka setup nahi hobraha hai bar bar error aa raha hai u error ki image bhej raha hu please iska solution kijia,-4.0,-1,27
1606,5.0,amazing experience good value for money now its easy to setup self reminders or to get quick information from the internet ,amazing experience good value money easy setup self reminders get quick information internet,amazing experience good value money easy setup self reminder get quick information internet,8.0,1,13
1607,1.0,language issue with product i order this due to supporting hindi language but now there is no option to select hindi language very poor to amazon for show fake features for sale the product ,language issue product order due supporting hindi language option select hindi language poor amazon show fake features sale product,language issue product order due supporting hindi language option select hindi language poor amazon show fake feature sale product,-4.0,-1,19
1608,4.0,very good product product is really good the appearance is aristocratic except songs and news there is nothing to do bass is not that great overall,good product product really good appearance aristocratic except songs news nothing bass great overall,good product product really good appearance aristocratic except song news nothing bass great overall,9.0,1,14
1609,2.0,connectivity very delay connectivity very delay it is not recognize exact result ,connectivity delay connectivity delay recognize exact result,connectivity delay connectivity delay recognize exact result,-2.0,-1,7
1610,5.0,superb i am so proud of alexa ,superb proud alexa,superb proud alexa,7.0,1,3
1611,4.0,i love it just go for it without thinking i just loved it,love go without thinking loved,love go without thinking loved,6.0,1,5
1612,4.0,worth purchasing too good fully satisfied ,worth purchasing good fully satisfied,worth purchasing good fully satisfied,7.0,1,5
1613,5.0,must buy for all entertainment excellent sound quality is very nice and very much clear music and other announcement,must buy entertainment excellent sound quality nice much clear music announcement,must buy entertainment excellent sound quality nice much clear music announcement,9.0,1,11
1614,1.0,install worst productunable install not working,install worst productunable install working,install worst productunable install working,-3.0,-1,5
1615,4.0,echo dot gen good product,echo dot gen good product,echo dot gen good product,3.0,1,5
1616,5.0,a very nice deal including smart bulb a very good purchase at rs alexa integration is mind boggling sound quality is average as expected but u can connect this to your external speaker through bluetooth or aux overall a very nice product ,nice deal including smart bulb good purchase rs alexa integration mind boggling sound quality average expected u connect external speaker bluetooth aux overall nice product,nice deal including smart bulb good purchase r alexa integration mind boggling sound quality average expected u connect external speaker bluetooth aux overall nice product,12.0,1,25
1617,5.0,good product the sound quality and voice recognition is really good ,good product sound quality voice recognition really good,good product sound quality voice recognition really good,10.0,1,8
1618,5.0,excellent echo gave it asa present they loveit,excellent echo gave asa present loveit,excellent echo gave asa present loveit,3.0,1,6
1619,5.0,best ever product this is the best thing ever brought,best ever product best thing ever brought,best ever product best thing ever brought,6.0,1,7
1620,4.0,voice not working alexa voice not working,voice working alexa voice working,voice working alexa voice working,0.0,0,5
1621,5.0,worth buying it great ,worth buying great,worth buying great,5.0,1,3
1622,4.0,alexa always has something new to share the most important thing about this ai controlled device is its good listener it can recognize your voice from range and provide you certain features,alexa always something new share important thing ai controlled device good listener recognize voice range provide certain features,alexa always something new share important thing ai controlled device good listener recognize voice range provide certain feature,7.0,1,18
1623,5.0,smart device it s a good choice to have a smart device control your room go for it guys,smart device good choice smart device control room go guys,smart device good choice smart device control room go guy,5.0,1,10
1624,2.0,low quality connecter it worked fine till it lasted in month the product broke its the connector issue made in china not reliable ,low quality connecter worked fine till lasted month product broke connector issue made china reliable,low quality connecter worked fine till lasted month product broke connector issue made china reliable,5.0,1,15
1625,5.0,extremely awesome i m big fan of last years alexa is too good quality product is awesome hearing is good i m happy to purchased this nd time ,extremely awesome big fan last years alexa good quality product awesome hearing good happy purchased nd time,extremely awesome big fan last year alexa good quality product awesome hearing good happy purchased nd time,23.0,1,17
1626,4.0,value for money sometime alexa is not lisenting while playing any think loud except this it is value for money if u want to buy a speaker than this is best product ,value money sometime alexa lisenting playing think loud except value money u want buy speaker best product,value money sometime alexa lisenting playing think loud except value money u want buy speaker best product,4.0,1,17
1627,5.0,great one amazed with this product it s working amazingly could control led light with voice command,great one amazed product working amazingly could control led light voice command,great one amazed product working amazingly could control led light voice command,5.0,1,12
1628,5.0,classy product satisfied with the device great smart speaker ,classy product satisfied device great smart speaker,classy product satisfied device great smart speaker,9.0,1,7
1629,1.0,not so ok piece sound quality is not good at full volume alot of distortion there is a big time delay in response compared to earlier models,ok piece sound quality good full volume alot distortion big time delay response compared earlier models,ok piece sound quality good full volume alot distortion big time delay response compared earlier model,5.0,1,16
1630,4.0,great sound quality great features sound quality is awesome it s so loud clear than expectations only trouble in this is it s not wireless so if u want to hear songs in house or office where u can easily plug it electricity ,great sound quality great features sound quality awesome loud clear expectations trouble wireless u want hear songs house office u easily plug electricity,great sound quality great feature sound quality awesome loud clear expectation trouble wireless u want hear song house office u easily plug electricity,14.0,1,23
1631,5.0,good product no doubt the sound quality is amazing good product amazon,good product doubt sound quality amazing good product amazon,good product doubt sound quality amazing good product amazon,11.0,1,9
1632,4.0,awesome but have connection issues sometimes everything is good but the only problem is it didn t get connected to wifi easily,awesome connection issues sometimes everything good problem get connected wifi easily,awesome connection issue sometimes everything good problem get connected wifi easily,5.0,1,11
1633,1.0,connectivity is not established easily it is worst when connectivity through alexa app is established most of the times it does not connect at all,connectivity established easily worst connectivity alexa app established times connect,connectivity established easily worst connectivity alexa app established time connect,-3.0,-1,10
1634,5.0,socho mt le lo the media could not be loaded ,socho mt le lo media could loaded,socho mt le lo medium could loaded,0.0,0,7
1635,5.0,amazon echo dot working i m satisfied working amazon echo dot n sound quality,amazon echo dot working satisfied working amazon echo dot n sound quality,amazon echo dot working satisfied working amazon echo dot n sound quality,4.0,1,12
1636,3.0,week performance performance of searching songs not good when the command play another unlike song snot needed longer if there is a problem when was servicing the divice where is service station,week performance performance searching songs good command play another unlike song snot needed longer problem servicing divice service station,week performance performance searching song good command play another unlike song snot needed longer problem servicing divice service station,1.0,1,19
1637,5.0,excellent ver useful wonderful device absolutely great ,excellent ver useful wonderful device absolutely great,excellent ver useful wonderful device absolutely great,12.0,1,7
1638,5.0,best voice recognition good voice recognition,best voice recognition good voice recognition,best voice recognition good voice recognition,10.0,1,6
1639,5.0,amazing product it s very helpful for my son to attend online classes now the lockdown days thanks for amazon such wonderful ,amazing product helpful son attend online classes lockdown days thanks amazon wonderful,amazing product helpful son attend online class lockdown day thanks amazon wonderful,12.0,1,12
1640,5.0,very good product i just love it very good and genuine product,good product love good genuine product,good product love good genuine product,9.0,1,6
1641,3.0,volume is bit low volume is bit low than what i was expecting,volume bit low volume bit low expecting,volume bit low volume bit low expecting,0.0,0,7
1642,1.0,issue for the first days it was amazing it rocked after that it has some lags in its voice not connecting bluetooth properly it was insane i just want to claim my warranty ,issue first days amazing rocked lags voice connecting bluetooth properly insane want claim warranty,issue first day amazing rocked lag voice connecting bluetooth properly insane want claim warranty,2.0,1,14
1643,1.0,bluetooth not connecting cannot connect to bluetooth not even playing songs always showing offline thinking to return a request kindly help me out on this ,bluetooth connecting cannot connect bluetooth even playing songs always showing offline thinking return request kindly help,bluetooth connecting cannot connect bluetooth even playing song always showing offline thinking return request kindly help,1.0,1,16
1644,5.0,pahle istemal karo fir vishwash karo super quality nice sound and nice answer very fast ,pahle istemal karo fir vishwash karo super quality nice sound nice answer fast,pahle istemal karo fir vishwash karo super quality nice sound nice answer fast,11.0,1,13
1645,5.0,very best smart speaker the media could not be loaded very good connectivity or very easy to connect bluthooth speaker or bulb,best smart speaker media could loaded good connectivity easy connect bluthooth speaker bulb,best smart speaker medium could loaded good connectivity easy connect bluthooth speaker bulb,8.0,1,13
1646,1.0,not good product or problem with the piece of my product i disliked this product as it does not recognize what i m saying and it s not responding properly ,good product problem piece product disliked product recognize saying responding properly,good product problem piece product disliked product recognize saying responding properly,-1.0,-1,11
1647,5.0,excellent excellent buy we use it for songs enquiry weather etc excellent product,excellent excellent buy use songs enquiry weather etc excellent product,excellent excellent buy use song enquiry weather etc excellent product,9.0,1,10
1648,5.0,most powerful device alaska i like this product,powerful device alaska like product,powerful device alaska like product,4.0,1,5
1649,5.0,nice good but could be better if it would have been wireless,nice good could better would wireless,nice good could better would wireless,8.0,1,6
1650,4.0,awesome awesome sound quality you don t need to say the exact phrase she understands even if make any error but sometimes when a sound is playing and she is not waking up if you call her ,awesome awesome sound quality need say exact phrase understands even make error sometimes sound playing waking call,awesome awesome sound quality need say exact phrase understands even make error sometimes sound playing waking call,8.0,1,17
1651,1.0,not do good not worth it you can not use google apps with it always asking to recharge amazon prime ,good worth use google apps always asking recharge amazon prime,good worth use google apps always asking recharge amazon prime,5.0,1,10
1652,5.0,good product very good product the only problem with it is it cannot connect with my latest lg smart tv,good product good product problem cannot connect latest lg smart tv,good product good product problem cannot connect latest lg smart tv,5.0,1,11
1653,5.0,good good ,good good,good good,6.0,1,2
1654,4.0,good one need to improve in native languages and even software integration but good product from amazon ,good one need improve native languages even software integration good product amazon,good one need improve native language even software integration good product amazon,8.0,1,12
1655,3.0,this is for smart homes as this is for smart home this needs to be plugged in always it doesn t have an inbuilt battery the product is good for smart homes not for ordinary homes ,smart homes smart home needs plugged always inbuilt battery product good smart homes ordinary homes,smart home smart home need plugged always inbuilt battery product good smart home ordinary home,6.0,1,15
1656,3.0,goood one go for it sound is awsome,goood one go sound awsome,goood one go sound awsome,0.0,0,5
1657,5.0,superb a magical assistant very quick and fast response sound quality is very good it is real assistant finally one word superb ,superb magical assistant quick fast response sound quality good real assistant finally one word superb,superb magical assistant quick fast response sound quality good real assistant finally one word superb,15.0,1,15
1658,1.0,very poor product not working properly at all disconnecting wifi every few minutes never understand command properly not responding to command may be it got hang very buggy product ,poor product working properly disconnecting wifi every minutes never understand command properly responding command may got hang buggy product,poor product working properly disconnecting wifi every minute never understand command properly responding command may got hang buggy product,-2.0,-1,19
1659,5.0,great product amazing product of amazon,great product amazing product amazon,great product amazing product amazon,7.0,1,5
